battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1027.0,0.0,0.6,0.0,9.0,0.0,14.0,1.0,81.0,5.0,16.0,981.0,642.0,1284.0,7.0,9.0,19.0,0.0,0.0,0.0,1.0
1809.0,0.0,1.2,0.0,15.0,0.0,61.0,0.3,101.0,7.0,17.0,487.0,1679.0,1619.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0
1212.0,0.0,1.3,0.0,9.0,0.0,10.0,0.5,113.0,4.0,12.0,1269.0,1599.0,2202.0,9.0,12.0,19.0,0.0,0.0,0.0,1.0
1200.0,0.0,1.7,0.0,12.0,0.0,45.0,0.4,165.0,5.0,15.0,670.0,770.0,280.0,8.0,7.0,15.0,0.0,0.0,0.0,2.0
519.0,0.0,1.2,0.0,10.0,0.0,37.0,0.5,197.0,2.0,18.0,1619.0,1606.0,1946.0,14.0,1.0,3.0,0.0,0.0,0.0,1.0
987.0,0.0,1.4,0.0,17.0,0.0,13.0,0.5,183.0,5.0,12.0,249.0,520.0,2128.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0
1678.0,0.0,1.6,0.0,8.0,0.0,28.0,0.7,116.0,3.0,12.0,1297.0,693.0,2200.0,7.0,12.0,4.0,0.0,0.0,0.0,0.0
688.0,0.0,1.6,0.0,12.0,0.0,8.0,0.9,179.0,6.0,11.0,303.0,1383.0,2581.0,13.0,2.0,8.0,0.0,0.0,0.0,1.0
1278.0,0.0,1.1,0.0,7.0,0.0,6.0,0.8,143.0,7.0,10.0,614.0,1711.0,2667.0,9.0,16.0,15.0,0.0,0.0,0.0,1.0
1575.0,0.0,1.0,0.0,1.0,0.0,8.0,0.4,196.0,1.0,13.0,1315.0,1082.0,3786.0,11.0,0.0,14.0,0.0,0.0,0.0,0.0
1724.0,0.0,0.8,0.0,4.0,0.0,30.0,0.7,182.0,5.0,13.0,1217.0,1389.0,1375.0,5.0,0.0,13.0,0.0,0.0,0.0,2.0
714.0,0.0,1.5,0.0,5.0,0.0,27.0,0.9,119.0,4.0,17.0,448.0,1240.0,1285.0,6.0,13.0,8.0,0.0,0.0,0.0,2.0
1614.0,0.0,0.9,0.0,18.0,0.0,14.0,0.4,190.0,7.0,18.0,1291.0,841.0,1811.0,16.0,17.0,8.0,0.0,0.0,0.0,2.0
952.0,0.0,1.1,0.0,13.0,0.0,43.0,0.7,123.0,5.0,13.0,1346.0,805.0,858.0,14.0,8.0,9.0,0.0,0.0,0.0,0.0
1543.0,0.0,1.3,0.0,11.0,0.0,41.0,0.8,177.0,1.0,11.0,1144.0,1846.0,1588.0,14.0,13.0,12.0,0.0,0.0,0.0,2.0
1084.0,0.0,1.0,0.0,3.0,0.0,54.0,0.6,121.0,4.0,11.0,390.0,501.0,3250.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0
1551.0,0.0,1.9,0.0,11.0,0.0,2.0,0.5,139.0,3.0,16.0,1680.0,652.0,3183.0,6.0,11.0,11.0,0.0,0.0,0.0,1.0
587.0,0.0,0.6,0.0,4.0,0.0,46.0,0.2,195.0,4.0,17.0,1594.0,1801.0,900.0,17.0,9.0,11.0,0.0,0.0,0.0,1.0
1623.0,0.0,0.9,0.0,8.0,0.0,26.0,0.3,153.0,2.0,15.0,1950.0,1171.0,3915.0,12.0,0.0,10.0,0.0,0.0,0.0,2.0
946.0,0.0,1.5,0.0,16.0,0.0,16.0,0.8,123.0,2.0,12.0,1486.0,1504.0,1681.0,5.0,13.0,13.0,0.0,0.0,0.0,1.0
1169.0,0.0,1.1,0.0,6.0,0.0,25.0,0.7,168.0,7.0,11.0,41.0,756.0,1409.0,8.0,4.0,3.0,0.0,0.0,0.0,2.0
1021.0,0.0,1.0,0.0,4.0,0.0,23.0,0.7,112.0,1.0,17.0,257.0,1397.0,266.0,14.0,3.0,15.0,0.0,0.0,0.0,2.0
1883.0,0.0,0.7,0.0,3.0,0.0,58.0,0.3,187.0,3.0,17.0,891.0,1140.0,3267.0,18.0,2.0,6.0,0.0,0.0,0.0,2.0
1780.0,0.0,1.5,0.0,12.0,0.0,27.0,0.3,91.0,1.0,11.0,1230.0,623.0,1395.0,10.0,8.0,7.0,0.0,0.0,0.0,2.0
1146.0,0.0,1.6,0.0,7.0,0.0,41.0,0.6,180.0,6.0,12.0,563.0,1818.0,2414.0,18.0,4.0,14.0,0.0,0.0,0.0,2.0
1625.0,0.0,0.7,0.0,11.0,0.0,60.0,0.7,176.0,4.0,16.0,83.0,1673.0,1112.0,17.0,15.0,15.0,0.0,0.0,0.0,0.0
1709.0,0.0,1.2,0.0,0.0,0.0,24.0,0.3,153.0,5.0,15.0,1347.0,1033.0,3486.0,16.0,17.0,19.0,0.0,0.0,0.0,2.0
878.0,0.0,1.7,0.0,16.0,0.0,27.0,0.9,130.0,5.0,15.0,1360.0,1128.0,992.0,12.0,3.0,6.0,0.0,0.0,0.0,1.0
1616.0,0.0,1.5,0.0,13.0,0.0,55.0,0.4,188.0,2.0,16.0,1134.0,880.0,1240.0,10.0,12.0,17.0,0.0,0.0,0.0,1.0
935.0,0.0,1.0,0.0,1.0,0.0,46.0,0.2,131.0,7.0,10.0,247.0,954.0,3873.0,6.0,16.0,18.0,0.0,0.0,0.0,2.0
751.0,0.0,0.6,0.0,14.0,0.0,16.0,0.6,188.0,3.0,11.0,1848.0,599.0,299.0,17.0,9.0,19.0,0.0,0.0,0.0,1.0
1119.0,0.0,1.5,0.0,6.0,0.0,2.0,0.8,198.0,2.0,15.0,992.0,1802.0,1594.0,16.0,2.0,12.0,0.0,0.0,0.0,2.0
1937.0,0.0,0.9,0.0,0.0,0.0,34.0,0.8,184.0,7.0,14.0,1439.0,903.0,3591.0,14.0,15.0,4.0,0.0,0.0,0.0,0.0
752.0,0.0,1.6,0.0,14.0,0.0,21.0,0.6,151.0,4.0,12.0,1907.0,787.0,927.0,12.0,13.0,12.0,0.0,0.0,0.0,0.0
1422.0,0.0,1.0,0.0,6.0,0.0,35.0,0.1,118.0,5.0,11.0,1898.0,1641.0,2831.0,17.0,15.0,12.0,0.0,0.0,0.0,1.0
1368.0,0.0,0.6,0.0,1.0,0.0,44.0,0.6,182.0,7.0,15.0,320.0,1481.0,2164.0,8.0,16.0,12.0,0.0,0.0,0.0,0.0
926.0,0.0,1.2,0.0,9.0,0.0,48.0,0.9,82.0,3.0,14.0,1170.0,812.0,2784.0,17.0,14.0,6.0,0.0,0.0,0.0,0.0
1268.0,0.0,1.9,0.0,18.0,0.0,49.0,0.4,123.0,3.0,12.0,494.0,1175.0,3017.0,18.0,14.0,19.0,0.0,0.0,0.0,2.0
811.0,0.0,1.9,0.0,10.0,0.0,63.0,0.8,88.0,1.0,13.0,291.0,1274.0,1239.0,6.0,12.0,2.0,0.0,0.0,0.0,1.0
1311.0,0.0,1.4,0.0,13.0,0.0,7.0,0.1,174.0,6.0,19.0,327.0,1689.0,3197.0,16.0,15.0,10.0,0.0,0.0,0.0,1.0
1715.0,0.0,0.5,0.0,14.0,0.0,7.0,0.9,95.0,3.0,13.0,577.0,1706.0,1822.0,5.0,8.0,4.0,0.0,0.0,0.0,0.0
784.0,0.0,1.2,0.0,9.0,0.0,26.0,0.8,84.0,7.0,13.0,221.0,633.0,3235.0,5.0,10.0,12.0,0.0,0.0,0.0,2.0
1520.0,0.0,1.0,0.0,14.0,0.0,5.0,1.0,196.0,4.0,16.0,1295.0,698.0,3254.0,18.0,2.0,4.0,0.0,0.0,0.0,0.0
1699.0,0.0,1.1,0.0,15.0,0.0,13.0,0.7,143.0,2.0,13.0,598.0,792.0,3166.0,5.0,17.0,7.0,0.0,0.0,0.0,0.0
1760.0,0.0,1.8,0.0,9.0,0.0,35.0,0.6,174.0,5.0,10.0,861.0,559.0,3157.0,17.0,3.0,13.0,0.0,0.0,0.0,2.0
594.0,0.0,1.4,0.0,12.0,0.0,60.0,0.8,128.0,6.0,14.0,475.0,1168.0,2359.0,6.0,14.0,4.0,0.0,0.0,0.0,2.0
698.0,0.0,1.8,0.0,7.0,0.0,36.0,0.6,92.0,1.0,12.0,738.0,1045.0,2346.0,7.0,1.0,5.0,0.0,0.0,0.0,2.0
1592.0,0.0,1.0,0.0,17.0,0.0,41.0,0.4,93.0,3.0,11.0,1440.0,794.0,3405.0,7.0,11.0,8.0,0.0,0.0,0.0,2.0
559.0,0.0,1.6,0.0,5.0,0.0,34.0,0.7,134.0,2.0,13.0,1841.0,1376.0,1252.0,15.0,15.0,15.0,0.0,0.0,0.0,1.0
694.0,0.0,1.7,0.0,18.0,0.0,45.0,0.8,185.0,3.0,12.0,1669.0,794.0,2085.0,6.0,6.0,11.0,0.0,0.0,0.0,1.0
734.0,0.0,1.8,0.0,9.0,0.0,52.0,0.7,113.0,2.0,18.0,443.0,754.0,2296.0,9.0,14.0,17.0,0.0,0.0,0.0,0.0
698.0,0.0,1.7,0.0,13.0,0.0,47.0,0.7,113.0,7.0,10.0,981.0,564.0,3729.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0
1853.0,0.0,1.6,0.0,7.0,0.0,6.0,0.8,166.0,2.0,19.0,1474.0,1275.0,2277.0,16.0,3.0,19.0,0.0,0.0,0.0,2.0
1832.0,0.0,1.5,0.0,13.0,0.0,59.0,0.9,113.0,4.0,11.0,13.0,757.0,2787.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0
963.0,0.0,1.7,0.0,11.0,0.0,50.0,0.7,184.0,1.0,18.0,1271.0,1948.0,3889.0,8.0,4.0,2.0,0.0,0.0,0.0,2.0
1976.0,0.0,0.6,0.0,6.0,0.0,3.0,0.5,195.0,3.0,10.0,1403.0,1385.0,3096.0,8.0,6.0,12.0,0.0,0.0,0.0,0.0
1722.0,0.0,0.9,0.0,8.0,0.0,59.0,0.6,80.0,2.0,14.0,1763.0,672.0,2451.0,6.0,12.0,4.0,0.0,0.0,0.0,2.0
1401.0,0.0,1.2,0.0,13.0,0.0,47.0,0.8,99.0,2.0,15.0,984.0,1271.0,2438.0,7.0,11.0,12.0,0.0,0.0,0.0,0.0
1746.0,0.0,1.9,0.0,15.0,0.0,50.0,0.2,194.0,5.0,19.0,97.0,1553.0,3055.0,7.0,15.0,15.0,0.0,0.0,0.0,2.0
1423.0,0.0,1.1,0.0,18.0,0.0,7.0,0.6,122.0,1.0,19.0,814.0,1351.0,3661.0,10.0,5.0,19.0,0.0,0.0,0.0,0.0
1633.0,0.0,1.4,0.0,1.0,0.0,28.0,0.1,184.0,2.0,14.0,277.0,1320.0,3994.0,10.0,9.0,17.0,0.0,0.0,0.0,0.0
809.0,0.0,0.6,0.0,12.0,0.0,11.0,0.5,184.0,5.0,14.0,758.0,502.0,2525.0,13.0,16.0,9.0,0.0,0.0,0.0,1.0
1430.0,0.0,1.1,0.0,0.0,0.0,21.0,0.7,143.0,4.0,16.0,905.0,656.0,3802.0,11.0,14.0,7.0,0.0,0.0,0.0,1.0
1070.0,0.0,0.7,0.0,2.0,0.0,18.0,1.0,107.0,5.0,19.0,1944.0,699.0,3832.0,18.0,14.0,8.0,0.0,0.0,0.0,0.0
1556.0,0.0,1.2,0.0,5.0,0.0,11.0,0.5,128.0,4.0,15.0,780.0,799.0,1903.0,17.0,8.0,5.0,0.0,0.0,0.0,0.0
1249.0,0.0,0.7,0.0,8.0,0.0,52.0,0.7,166.0,1.0,10.0,462.0,1592.0,2545.0,14.0,13.0,6.0,0.0,0.0,0.0,2.0
1736.0,0.0,1.7,0.0,12.0,0.0,57.0,0.9,185.0,2.0,18.0,584.0,610.0,394.0,7.0,11.0,12.0,0.0,0.0,0.0,2.0
1849.0,0.0,0.5,0.0,2.0,0.0,34.0,0.7,191.0,1.0,13.0,1299.0,1699.0,922.0,10.0,12.0,6.0,0.0,0.0,0.0,2.0
825.0,0.0,0.5,0.0,0.0,0.0,13.0,0.4,130.0,4.0,17.0,199.0,1237.0,1164.0,7.0,9.0,15.0,0.0,0.0,0.0,2.0
1070.0,0.0,0.7,0.0,17.0,0.0,53.0,0.6,149.0,7.0,14.0,1773.0,1951.0,617.0,18.0,5.0,17.0,0.0,0.0,0.0,0.0
517.0,0.0,0.8,0.0,12.0,0.0,23.0,0.4,97.0,4.0,18.0,142.0,1228.0,3803.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0
759.0,0.0,0.9,0.0,1.0,0.0,54.0,0.1,151.0,4.0,18.0,622.0,847.0,3042.0,17.0,4.0,17.0,0.0,0.0,0.0,2.0
788.0,0.0,0.9,0.0,11.0,0.0,22.0,0.7,96.0,7.0,10.0,499.0,1459.0,2598.0,5.0,1.0,6.0,0.0,0.0,0.0,2.0
1425.0,0.0,1.0,0.0,8.0,0.0,49.0,0.1,162.0,5.0,10.0,753.0,1742.0,3291.0,13.0,2.0,14.0,0.0,0.0,0.0,0.0
570.0,0.0,1.4,0.0,7.0,0.0,42.0,0.9,124.0,1.0,16.0,918.0,705.0,2488.0,15.0,17.0,16.0,0.0,0.0,0.0,1.0
1320.0,0.0,1.9,0.0,17.0,0.0,20.0,0.6,95.0,7.0,18.0,1048.0,1680.0,3787.0,16.0,5.0,15.0,0.0,0.0,0.0,2.0
1584.0,0.0,0.7,0.0,8.0,0.0,60.0,0.5,165.0,1.0,18.0,1133.0,1193.0,2175.0,8.0,2.0,16.0,0.0,0.0,0.0,0.0
1961.0,0.0,1.1,0.0,13.0,0.0,63.0,0.1,198.0,5.0,18.0,541.0,995.0,1417.0,14.0,14.0,3.0,0.0,0.0,0.0,1.0
720.0,0.0,1.6,0.0,14.0,0.0,54.0,0.5,191.0,7.0,13.0,190.0,943.0,2406.0,11.0,2.0,7.0,0.0,0.0,0.0,2.0
1636.0,0.0,1.4,0.0,2.0,0.0,29.0,1.0,102.0,1.0,19.0,854.0,1560.0,1834.0,18.0,17.0,6.0,0.0,0.0,0.0,2.0
1097.0,0.0,2.0,0.0,12.0,0.0,55.0,0.2,182.0,7.0,11.0,787.0,1954.0,3566.0,18.0,14.0,10.0,0.0,0.0,0.0,1.0
1566.0,0.0,1.0,0.0,16.0,0.0,23.0,0.2,115.0,2.0,13.0,1042.0,1054.0,3840.0,11.0,9.0,17.0,0.0,0.0,0.0,0.0
1421.0,0.0,0.8,0.0,5.0,0.0,61.0,0.4,132.0,7.0,16.0,699.0,886.0,3543.0,16.0,12.0,11.0,0.0,0.0,0.0,1.0
1883.0,0.0,1.5,0.0,0.0,0.0,19.0,0.1,178.0,6.0,10.0,1625.0,1231.0,2610.0,15.0,5.0,13.0,0.0,0.0,0.0,2.0
785.0,0.0,0.9,0.0,12.0,0.0,53.0,0.4,174.0,3.0,12.0,844.0,784.0,1955.0,15.0,17.0,13.0,0.0,0.0,0.0,0.0
878.0,0.0,1.4,0.0,17.0,0.0,11.0,1.0,104.0,4.0,19.0,410.0,1544.0,2558.0,11.0,16.0,5.0,0.0,0.0,0.0,1.0
1381.0,0.0,1.8,0.0,1.0,0.0,8.0,0.7,196.0,1.0,17.0,212.0,804.0,527.0,17.0,8.0,4.0,0.0,0.0,0.0,0.0
573.0,0.0,0.8,0.0,13.0,0.0,11.0,0.6,101.0,6.0,15.0,1728.0,1443.0,3037.0,8.0,2.0,15.0,0.0,0.0,0.0,1.0
819.0,0.0,1.4,0.0,8.0,0.0,15.0,0.4,182.0,7.0,18.0,804.0,1532.0,2773.0,6.0,17.0,15.0,0.0,0.0,0.0,1.0
1649.0,0.0,0.6,0.0,18.0,0.0,2.0,0.1,180.0,4.0,16.0,1018.0,1817.0,3258.0,12.0,12.0,3.0,0.0,0.0,0.0,2.0
687.0,0.0,1.0,0.0,10.0,0.0,49.0,0.4,166.0,6.0,11.0,1554.0,1720.0,3092.0,6.0,0.0,12.0,0.0,0.0,0.0,2.0
621.0,0.0,1.9,0.0,7.0,0.0,43.0,0.5,87.0,2.0,10.0,1000.0,697.0,2611.0,7.0,6.0,13.0,0.0,0.0,0.0,2.0
867.0,0.0,0.6,0.0,10.0,0.0,34.0,0.1,176.0,7.0,17.0,1290.0,999.0,1784.0,6.0,11.0,12.0,0.0,0.0,0.0,2.0
909.0,0.0,1.2,0.0,1.0,0.0,56.0,0.4,199.0,7.0,18.0,590.0,1905.0,2092.0,10.0,17.0,17.0,0.0,0.0,0.0,1.0
1741.0,0.0,0.8,0.0,1.0,0.0,63.0,0.3,117.0,5.0,19.0,678.0,922.0,2792.0,5.0,8.0,4.0,0.0,0.0,0.0,2.0
1550.0,0.0,0.9,0.0,18.0,0.0,53.0,0.7,197.0,7.0,11.0,1652.0,610.0,3535.0,6.0,4.0,6.0,0.0,0.0,0.0,2.0
1981.0,0.0,1.6,0.0,7.0,0.0,13.0,0.6,183.0,3.0,17.0,538.0,897.0,609.0,8.0,6.0,9.0,0.0,0.0,0.0,0.0
1520.0,0.0,0.7,0.0,5.0,0.0,6.0,0.8,168.0,2.0,16.0,342.0,766.0,1738.0,6.0,15.0,2.0,0.0,0.0,0.0,0.0
1364.0,0.0,1.4,0.0,16.0,0.0,46.0,0.2,107.0,4.0,10.0,1904.0,1800.0,261.0,16.0,3.0,10.0,0.0,0.0,0.0,2.0
948.0,0.0,1.9,0.0,5.0,0.0,21.0,0.6,117.0,1.0,10.0,1086.0,1550.0,3859.0,17.0,5.0,6.0,0.0,0.0,0.0,2.0
832.0,0.0,0.6,0.0,6.0,0.0,58.0,0.3,153.0,2.0,16.0,1802.0,1252.0,3828.0,12.0,8.0,18.0,0.0,0.0,0.0,0.0
654.0,0.0,1.1,0.0,10.0,0.0,18.0,0.6,180.0,7.0,14.0,1257.0,1461.0,2672.0,7.0,15.0,9.0,0.0,0.0,0.0,0.0
1854.0,0.0,0.8,0.0,3.0,0.0,18.0,0.5,141.0,2.0,12.0,1279.0,1926.0,1880.0,16.0,3.0,18.0,0.0,0.0,0.0,2.0
1848.0,0.0,1.0,0.0,2.0,0.0,33.0,0.7,165.0,4.0,15.0,517.0,1517.0,2774.0,14.0,14.0,9.0,0.0,0.0,0.0,1.0
503.0,0.0,1.9,0.0,17.0,0.0,17.0,0.1,106.0,7.0,17.0,1809.0,1677.0,1794.0,18.0,12.0,8.0,0.0,0.0,0.0,0.0
1071.0,0.0,1.4,0.0,16.0,0.0,11.0,0.9,95.0,3.0,11.0,1588.0,543.0,1329.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0
1169.0,0.0,0.5,0.0,12.0,0.0,7.0,0.7,124.0,1.0,15.0,1268.0,670.0,2039.0,17.0,11.0,8.0,0.0,0.0,0.0,0.0
605.0,0.0,0.9,0.0,8.0,0.0,53.0,0.6,145.0,5.0,16.0,274.0,1666.0,3654.0,12.0,13.0,8.0,0.0,0.0,0.0,1.0
1134.0,0.0,1.8,0.0,8.0,0.0,17.0,0.2,88.0,2.0,13.0,788.0,1909.0,3582.0,10.0,12.0,4.0,0.0,0.0,0.0,2.0
575.0,0.0,1.8,0.0,18.0,0.0,33.0,0.5,159.0,4.0,13.0,656.0,1184.0,3627.0,18.0,0.0,15.0,0.0,0.0,0.0,0.0
868.0,0.0,0.9,0.0,10.0,0.0,61.0,0.8,175.0,2.0,10.0,128.0,524.0,2176.0,15.0,2.0,2.0,0.0,0.0,0.0,1.0
1459.0,0.0,1.6,0.0,16.0,0.0,39.0,0.7,105.0,7.0,14.0,1310.0,1417.0,2143.0,12.0,12.0,7.0,0.0,0.0,0.0,0.0
1439.0,0.0,1.3,0.0,15.0,0.0,38.0,1.0,82.0,7.0,11.0,22.0,1799.0,1535.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0
1586.0,0.0,1.5,0.0,11.0,0.0,50.0,0.8,179.0,6.0,17.0,1404.0,831.0,3558.0,14.0,9.0,5.0,0.0,0.0,0.0,0.0
1509.0,0.0,0.9,0.0,2.0,0.0,42.0,0.9,121.0,1.0,12.0,1403.0,937.0,1436.0,7.0,12.0,5.0,0.0,0.0,0.0,1.0
1203.0,0.0,0.7,0.0,5.0,0.0,63.0,0.7,110.0,4.0,15.0,422.0,737.0,875.0,15.0,2.0,8.0,0.0,0.0,0.0,2.0
1874.0,0.0,1.9,0.0,8.0,0.0,53.0,0.2,160.0,3.0,18.0,1067.0,1354.0,1875.0,12.0,5.0,8.0,0.0,0.0,0.0,0.0
1188.0,0.0,1.6,0.0,2.0,0.0,39.0,0.5,119.0,3.0,10.0,771.0,1251.0,483.0,13.0,3.0,12.0,0.0,0.0,0.0,0.0
1173.0,0.0,1.8,0.0,2.0,0.0,25.0,0.4,196.0,3.0,13.0,1826.0,1682.0,2099.0,11.0,10.0,2.0,0.0,0.0,0.0,0.0
1178.0,0.0,1.7,0.0,12.0,0.0,44.0,0.2,173.0,4.0,19.0,316.0,1297.0,3445.0,11.0,0.0,15.0,0.0,0.0,0.0,2.0
705.0,0.0,1.7,0.0,3.0,0.0,13.0,0.5,115.0,6.0,16.0,1853.0,883.0,1993.0,10.0,1.0,5.0,0.0,0.0,0.0,2.0
537.0,0.0,1.7,0.0,1.0,0.0,25.0,0.2,182.0,5.0,14.0,1421.0,1958.0,1639.0,8.0,8.0,17.0,0.0,0.0,0.0,0.0
843.0,0.0,0.7,0.0,12.0,0.0,60.0,0.7,173.0,3.0,17.0,206.0,1027.0,3683.0,10.0,13.0,5.0,0.0,0.0,0.0,2.0
1778.0,0.0,0.9,0.0,4.0,0.0,32.0,0.8,186.0,2.0,13.0,1043.0,1641.0,2135.0,5.0,1.0,15.0,0.0,0.0,0.0,2.0
588.0,0.0,1.2,0.0,15.0,0.0,26.0,0.4,101.0,6.0,14.0,113.0,1721.0,2063.0,13.0,12.0,5.0,0.0,0.0,0.0,0.0
1717.0,0.0,1.2,0.0,9.0,0.0,47.0,1.0,164.0,6.0,12.0,112.0,1769.0,564.0,14.0,7.0,10.0,0.0,0.0,0.0,2.0
1566.0,0.0,2.0,0.0,16.0,0.0,58.0,0.9,131.0,6.0,19.0,1891.0,1763.0,1397.0,7.0,0.0,18.0,0.0,0.0,0.0,1.0
1032.0,0.0,0.8,0.0,14.0,0.0,44.0,1.0,121.0,4.0,15.0,539.0,1072.0,1283.0,17.0,2.0,5.0,0.0,0.0,0.0,1.0
1772.0,0.0,1.9,0.0,6.0,0.0,6.0,0.1,195.0,7.0,14.0,1200.0,1226.0,845.0,8.0,9.0,16.0,0.0,0.0,0.0,2.0
1337.0,0.0,0.9,0.0,12.0,0.0,14.0,0.7,97.0,4.0,18.0,1281.0,1423.0,3950.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0
1176.0,0.0,0.8,0.0,6.0,0.0,42.0,0.9,199.0,7.0,19.0,382.0,1235.0,1984.0,12.0,15.0,17.0,0.0,0.0,0.0,2.0
1821.0,0.0,1.4,0.0,2.0,0.0,27.0,0.4,111.0,4.0,18.0,1653.0,1047.0,3479.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0
1177.0,0.0,0.8,0.0,0.0,0.0,36.0,1.0,175.0,5.0,17.0,1276.0,878.0,1583.0,10.0,6.0,13.0,0.0,0.0,0.0,0.0
1958.0,0.0,0.6,0.0,3.0,0.0,46.0,0.3,133.0,3.0,13.0,283.0,648.0,1496.0,9.0,16.0,15.0,0.0,0.0,0.0,1.0
1840.0,0.0,0.6,0.0,1.0,0.0,41.0,0.7,88.0,5.0,11.0,1807.0,601.0,2626.0,16.0,7.0,15.0,0.0,0.0,0.0,2.0
1146.0,0.0,1.7,0.0,18.0,0.0,28.0,0.8,190.0,5.0,11.0,1428.0,1376.0,1209.0,16.0,14.0,18.0,0.0,0.0,0.0,2.0
1663.0,0.0,1.6,0.0,8.0,0.0,57.0,0.1,173.0,5.0,12.0,439.0,1372.0,3356.0,5.0,11.0,4.0,0.0,0.0,0.0,0.0
1375.0,0.0,1.7,0.0,8.0,0.0,33.0,0.2,171.0,2.0,19.0,1017.0,1409.0,2463.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0
1983.0,0.0,0.6,0.0,13.0,0.0,60.0,0.5,136.0,6.0,15.0,800.0,622.0,2096.0,16.0,12.0,18.0,0.0,0.0,0.0,0.0
759.0,0.0,1.8,0.0,18.0,0.0,18.0,0.2,141.0,4.0,19.0,1110.0,1322.0,838.0,8.0,1.0,14.0,0.0,0.0,0.0,0.0
999.0,0.0,1.4,0.0,9.0,0.0,49.0,1.0,120.0,6.0,16.0,415.0,1470.0,2568.0,9.0,4.0,16.0,0.0,0.0,0.0,0.0
1912.0,0.0,0.8,0.0,17.0,0.0,16.0,1.0,155.0,3.0,17.0,670.0,1387.0,1875.0,18.0,10.0,8.0,0.0,0.0,0.0,0.0
1961.0,0.0,1.7,0.0,14.0,0.0,31.0,0.5,176.0,5.0,15.0,539.0,1681.0,3979.0,16.0,8.0,7.0,0.0,0.0,0.0,0.0
1594.0,0.0,1.7,0.0,13.0,0.0,9.0,0.3,100.0,6.0,18.0,1223.0,1206.0,2440.0,16.0,10.0,10.0,0.0,0.0,0.0,1.0
692.0,0.0,1.1,0.0,9.0,0.0,4.0,1.0,135.0,5.0,10.0,1254.0,983.0,832.0,13.0,14.0,11.0,0.0,0.0,0.0,1.0
1178.0,0.0,1.9,0.0,8.0,0.0,37.0,0.3,169.0,3.0,18.0,1181.0,1080.0,2329.0,15.0,3.0,18.0,0.0,0.0,0.0,2.0
1364.0,0.0,0.6,0.0,9.0,0.0,37.0,0.5,127.0,6.0,16.0,833.0,1359.0,401.0,18.0,3.0,3.0,0.0,0.0,0.0,2.0
1755.0,0.0,0.7,0.0,8.0,0.0,31.0,0.9,132.0,4.0,17.0,398.0,1159.0,282.0,9.0,5.0,17.0,0.0,0.0,0.0,0.0
1755.0,0.0,0.7,0.0,13.0,0.0,26.0,0.3,124.0,7.0,19.0,1877.0,945.0,3605.0,6.0,5.0,16.0,0.0,0.0,0.0,2.0
998.0,0.0,1.2,0.0,5.0,0.0,49.0,0.8,190.0,5.0,18.0,334.0,1817.0,2344.0,13.0,5.0,16.0,0.0,0.0,0.0,0.0
841.0,0.0,0.8,0.0,1.0,0.0,43.0,0.8,156.0,7.0,12.0,1272.0,614.0,3697.0,10.0,15.0,19.0,0.0,0.0,0.0,0.0
1115.0,0.0,1.7,0.0,17.0,0.0,60.0,0.7,127.0,7.0,13.0,112.0,1490.0,790.0,16.0,17.0,3.0,0.0,0.0,0.0,0.0
560.0,0.0,1.9,0.0,14.0,0.0,26.0,0.2,171.0,7.0,11.0,1059.0,1566.0,304.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0
1379.0,0.0,1.9,0.0,5.0,0.0,11.0,0.2,154.0,7.0,14.0,994.0,614.0,3203.0,8.0,12.0,19.0,0.0,0.0,0.0,0.0
1879.0,0.0,0.6,0.0,6.0,0.0,31.0,0.6,137.0,2.0,10.0,1534.0,843.0,2701.0,5.0,3.0,13.0,0.0,0.0,0.0,0.0
1328.0,0.0,0.8,0.0,17.0,0.0,59.0,0.3,113.0,2.0,12.0,1790.0,1515.0,1555.0,13.0,16.0,16.0,0.0,0.0,0.0,1.0
1481.0,0.0,0.9,0.0,5.0,0.0,41.0,0.7,120.0,7.0,19.0,524.0,1920.0,3489.0,8.0,4.0,19.0,0.0,0.0,0.0,1.0
611.0,0.0,0.7,0.0,18.0,0.0,40.0,1.0,145.0,7.0,18.0,815.0,517.0,275.0,7.0,10.0,11.0,0.0,0.0,0.0,1.0
1790.0,0.0,1.7,0.0,2.0,0.0,15.0,0.6,144.0,6.0,11.0,1534.0,1010.0,3286.0,14.0,2.0,7.0,0.0,0.0,0.0,1.0
1864.0,0.0,1.9,0.0,16.0,0.0,51.0,0.3,127.0,4.0,10.0,1779.0,630.0,1402.0,18.0,11.0,13.0,0.0,0.0,0.0,0.0
